cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
483438	161146	0.3	0.1377	6.2056e-06	0	0.080747	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
644584	161146	0.4	0.085917	0	0	0.081603	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
805730	161146	0.5	0.061859	0	0	0.079667	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
966876	161146	0.6	0.050672	0	0	0.080883	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
1128022	161146	0.7	0.04609	0	0	0.081324	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
1289168	161146	0.8	0.043022	1.2411e-05	0	0.080213	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
1450314	161146	0.9	0.042188	1.2411e-05	0	0.079847	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
1611459	161145	1	0.041572	6.2056e-06	0	0.080778	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	6
102696	102697	0.1	0.49409	0	0	0.096751	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
205392	102696	0.2	0.25701	9.7375e-06	0	0.095281	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
308088	102696	0.3	0.14674	0	0	0.095125	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
410784	102696	0.4	0.095216	0	0	0.095369	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
513480	102696	0.5	0.07136	0	0	0.095612	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
616176	102696	0.6	0.060123	1.9475e-05	0	0.096995	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
718872	102696	0.7	0.054935	1.9475e-05	0	0.097005	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
821568	102696	0.79999	0.052087	1.9475e-05	0	0.096732	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
924264	102696	0.89999	0.050346	0	0	0.096635	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
1026960	102696	0.99999	0.04993	0	0	0.096586	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
1026967	7	1	0.049937	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	6
11976	11977	0.1	0.47378	0	0	0.047508	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
23952	11976	0.19999	0.23315	0.000167	0	0.051687	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
35928	11976	0.29999	0.12257	0	0	0.048681	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
47904	11976	0.39998	0.072006	0	0	0.052104	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
59880	11976	0.49997	0.04679	0	0	0.047011	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
71856	11976	0.59997	0.037439	8.35e-05	0	0.047595	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
83832	11976	0.69996	0.031494	0	0	0.050434	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
95808	11976	0.79995	0.028655	0	0	0.048263	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
107784	11976	0.89995	0.027587	8.35e-05	0	0.047679	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
119760	11976	0.99994	0.026585	0	0	0.050267	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
119767	7	1	0.026585	0	0	0.28571	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	6
7750	7751	0.1	0.45626	0.00025803	0	0.0073539	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
15500	7750	0.19999	0.21185	0	0	0.0090323	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
23250	7750	0.29998	0.099499	0	0	0.008	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
31000	7750	0.39997	0.049853	0	0	0.0064516	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
38750	7750	0.49996	0.02663	0	0	0.0090323	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
46500	7750	0.59995	0.017134	0.00012903	0	0.0090323	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
54250	7750	0.69994	0.012592	0.00012903	0	0.0068387	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
62000	7750	0.79993	0.011044	0	0	0.0065806	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
69750	7750	0.89992	0.0095474	0	0	0.0069677	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
77500	7750	0.99991	0.0088249	0	0	0.0076129	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
77507	7	1	0.0088249	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	6
8098	8099	0.1	0.48165	0	0	0.064699	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
16196	8098	0.19999	0.24384	0	0	0.067301	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
24294	8098	0.29998	0.13217	0	0	0.06409	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
32392	8098	0.39997	0.07853	0	0	0.068782	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
40490	8098	0.49996	0.056502	0.00012349	0	0.06162	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
48588	8098	0.59995	0.046723	0.00024697	0	0.066313	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
56686	8098	0.69994	0.04045	0	0	0.063719	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
64784	8098	0.79993	0.038969	0	0	0.066189	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
72882	8098	0.89992	0.035215	0	0	0.062361	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
80980	8098	0.99991	0.034771	0	0	0.065942	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
80987	7	1	0.034771	0	0	0.14286	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	6
2926	2927	0.10002	0.49112	0.00034165	0	0.095661	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
5852	2926	0.20001	0.2515	0	0	0.086466	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
8778	2926	0.29999	0.14461	0	0	0.090909	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
11704	2926	0.39998	0.098551	0	0	0.088175	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
14630	2926	0.49997	0.075451	0.00068353	0	0.08339	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
17556	2926	0.59995	0.067523	0	0	0.087833	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
20482	2926	0.69994	0.061372	0	0	0.094327	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
23408	2926	0.79992	0.057408	0	0	0.095694	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
26334	2926	0.89991	0.058092	0.00034176	0	0.086466	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
29260	2926	0.9999	0.059459	0.00034176	0	0.080314	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
29263	3	1	0.059595	0	0	0	0	0	Gene - participates - Cancer-Hallmarks	GpH	7
41670	41671	0.1	0.48789	2.3998e-05	0	0.084039	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
83340	41670	0.2	0.24908	0	0	0.085697	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
125010	41670	0.3	0.13975	0	0	0.084425	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
166680	41670	0.39999	0.088628	4.7996e-05	0	0.081257	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
208350	41670	0.49999	0.065014	0	0	0.084137	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
250020	41670	0.59999	0.053995	0	0	0.084713	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
291690	41670	0.69999	0.048859	0	0	0.082361	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
333360	41670	0.79999	0.046018	0	0	0.084089	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
375030	41670	0.89999	0.04476	2.3998e-05	0	0.084905	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
416700	41670	0.99998	0.044319	0	0	0.083801	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
416707	7	1	0.044309	0	0	0.14286	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	7
16843	16844	0.1	0.51178	0	0	0.13477	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
33686	16843	0.2	0.2794	5.9372e-05	0	0.13163	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
50529	16843	0.3	0.16949	0	0	0.13323	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
67372	16843	0.4	0.11518	5.9372e-05	0	0.13507	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
84215	16843	0.5	0.091218	0	0	0.12723	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
101058	16843	0.6	0.080412	0	0	0.13181	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
117901	16843	0.7	0.073335	0	0	0.13466	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
134744	16843	0.8	0.069274	5.9372e-05	0	0.1321	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
151587	16843	0.9	0.069322	0	0	0.13086	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
168430	16843	0.99999	0.069179	0	0	0.13335	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
168431	1	1	0.069179	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	7
19287	19288	0.1	0.50935	5.1846e-05	0	0.12873	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
38574	19287	0.2	0.27484	5.1848e-05	0	0.12713	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
57861	19287	0.3	0.16695	0	0	0.13138	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
77148	19287	0.4	0.11564	0	0	0.1332	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
96435	19287	0.5	0.091854	0	0	0.1262	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
115722	19287	0.6	0.080758	5.1848e-05	0	0.12775	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
135009	19287	0.7	0.074371	5.1848e-05	0	0.12563	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
154296	19287	0.8	0.072525	5.1848e-05	0	0.13024	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
173583	19287	0.9	0.068605	0	0	0.13138	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
192870	19287	0.99999	0.067402	0	0	0.13413	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
192871	1	1	0.067402	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
135469	135470	0.1	0.47924	7.3817e-06	0	0.064701	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
270938	135469	0.2	0.23901	7.3818e-06	0	0.065329	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
406407	135469	0.3	0.1282	0	0	0.065085	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
541876	135469	0.4	0.076726	0	0	0.064731	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
677345	135469	0.5	0.053258	0	0	0.0649	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
812814	135469	0.6	0.042569	0	0	0.065225	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
948283	135469	0.7	0.037151	0	0	0.065225	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
1083752	135469	0.8	0.034848	0	0	0.065395	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
1219221	135469	0.9	0.033888	7.3818e-06	0	0.065676	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
1354690	135469	1	0.032923	0	0	0.065432	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
1354695	5	1	0.032923	0	0	0.2	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
33051	33052	0.1	0.50513	3.0255e-05	0	0.12063	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
66102	33051	0.2	0.27061	0	0	0.11851	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
99153	33051	0.3	0.15969	3.0256e-05	0	0.11788	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
132204	33051	0.4	0.10784	3.0256e-05	0	0.11948	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
165255	33051	0.49999	0.082054	0	0	0.11761	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
198306	33051	0.59999	0.069576	0	0	0.12281	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
231357	33051	0.69999	0.064396	0	0	0.12384	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
264408	33051	0.79999	0.059955	0	0	0.11824	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
297459	33051	0.89999	0.059531	0	0	0.12109	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
330510	33051	0.99998	0.058539	0	0	0.12021	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
330515	5	1	0.058539	0	0	0.2	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
190749	190750	0.1	0.50024	5.2425e-06	0	0.10932	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
381498	190749	0.2	0.26461	0	0	0.10953	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
572247	190749	0.3	0.15402	0	0	0.10873	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
762996	190749	0.4	0.10132	0	0	0.108	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
953745	190749	0.5	0.076398	0	0	0.10878	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
1144494	190749	0.6	0.064457	0	0	0.10866	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
1335243	190749	0.7	0.058877	0	0	0.10895	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
1525992	190749	0.8	0.05625	0	0	0.11008	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
1716741	190749	0.9	0.05527	5.2425e-06	0	0.10801	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
1907490	190749	1	0.054455	0	0	0.10934	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
1907491	1	1	0.054455	0	0	0	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
28214	28215	0.1	0.4967	0	0	0.10207	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
56428	28214	0.2	0.26025	0	0	0.10176	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
84642	28214	0.3	0.14981	7.0887e-05	0	0.103	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
112856	28214	0.4	0.098561	7.0887e-05	0	0.10296	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
141070	28214	0.5	0.074729	0	0	0.10364	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
169284	28214	0.6	0.063472	3.5443e-05	0	0.10527	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
197498	28214	0.7	0.058751	0	0	0.10155	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
225712	28214	0.8	0.05532	0	0	0.10296	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
253926	28214	0.9	0.055306	0.00010633	0	0.10502	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
282139	28213	1	0.053633	0	0	0.10166	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
32791	32792	0.1	0.47831	3.0495e-05	0	0.059344	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
65582	32791	0.2	0.23694	3.0496e-05	0	0.062273	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
98373	32791	0.3	0.1273	3.0496e-05	0	0.061297	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
131164	32791	0.4	0.075422	3.0496e-05	0	0.060138	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
163955	32791	0.49999	0.052843	0	0	0.061389	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
196746	32791	0.59999	0.04112	0	0	0.064042	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
229537	32791	0.69999	0.036656	0	0	0.06328	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
262328	32791	0.79999	0.034533	0	0	0.063097	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
295119	32791	0.89999	0.032899	0	0	0.063554	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
327910	32791	0.99998	0.032643	0	0	0.06514	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
327915	5	1	0.03263	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
386105	386106	0.1	0.46464	0	0	0.033423	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
772210	386105	0.2	0.22116	0	0	0.034408	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
1158315	386105	0.3	0.10981	0	0	0.033589	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
1544420	386105	0.4	0.059188	0	0	0.033874	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
1930525	386105	0.5	0.036659	2.59e-06	0	0.033903	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
2316630	386105	0.6	0.026045	2.59e-06	0	0.033848	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
2702735	386105	0.7	0.021083	0	0	0.033636	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
3088840	386105	0.8	0.018725	0	0	0.033765	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
3474945	386105	0.9	0.017832	0	0	0.033483	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
3861050	386105	1	0.017477	0	0	0.033973	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
3861051	1	1	0.017477	0	0	0	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
161146	161147	0.1	0.48688	6.2055e-06	0	0.081615	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
322292	161146	0.2	0.2485	0	0	0.080933	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
483438	161146	0.3	0.13773	0	0	0.080536	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
644584	161146	0.4	0.086324	0	0	0.081597	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
805730	161146	0.5	0.061872	0	0	0.08187	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
966876	161146	0.6	0.050238	0	0	0.080157	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
1128022	161146	0.7	0.045204	0	0	0.079704	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
1289168	161146	0.8	0.043116	0	0	0.080263	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
1450314	161146	0.9	0.041346	6.2056e-06	0	0.080114	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
1611459	161145	1	0.041396	0	0	0.079264	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
102696	102697	0.1	0.49282	0	0	0.094511	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
205392	102696	0.2	0.25695	0	0	0.095885	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
308088	102696	0.3	0.14765	0	0	0.098543	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
410784	102696	0.4	0.096346	0	0	0.096615	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
513480	102696	0.5	0.072232	0	0	0.097647	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
616176	102696	0.6	0.06008	9.7375e-06	0	0.097803	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
718872	102696	0.7	0.054319	0	0	0.095885	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
821568	102696	0.79999	0.051994	0	0	0.094921	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
924264	102696	0.89999	0.050389	0	0	0.096138	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
1026960	102696	0.99999	0.05007	0	0	0.095758	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
1026967	7	1	0.05007	0	0	0.14286	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
11976	11977	0.1	0.47051	0	0	0.046506	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
23952	11976	0.19999	0.23098	0	0	0.048764	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
35928	11976	0.29999	0.12237	0.000167	0	0.049098	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
47904	11976	0.39998	0.071405	8.35e-05	0	0.053774	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
59880	11976	0.49997	0.048093	0	0	0.045675	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
71856	11976	0.59997	0.036671	0	0	0.050267	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
83832	11976	0.69996	0.031728	0	0	0.049516	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
95808	11976	0.79995	0.029557	8.35e-05	0	0.050935	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
107784	11976	0.89995	0.030058	0	0	0.051353	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
119760	11976	0.99994	0.029691	0	0	0.049182	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
119767	7	1	0.029657	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
7750	7751	0.1	0.45564	0	0	0.0091601	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
15500	7750	0.19999	0.20999	0.00012903	0	0.0067097	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
23250	7750	0.29998	0.10017	0.00012903	0	0.0095484	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
31000	7750	0.39997	0.047892	0	0	0.008	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
38750	7750	0.49996	0.026888	0	0	0.008129	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
46500	7750	0.59995	0.018114	0	0	0.0083871	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
54250	7750	0.69994	0.013418	0	0	0.0083871	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
62000	7750	0.79993	0.010838	0.00012903	0	0.0086452	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
69750	7750	0.89992	0.0094442	0	0	0.0074839	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
77500	7750	0.99991	0.0091345	0	0	0.0094194	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
77507	7	1	0.0091345	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
8098	8099	0.1	0.4817	0	0	0.068404	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
16196	8098	0.19999	0.24221	0.00012349	0	0.066066	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
24294	8098	0.29998	0.13162	0.00012349	0	0.06446	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
32392	8098	0.39997	0.080111	0	0	0.06656	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
40490	8098	0.49996	0.056156	0	0	0.067301	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
48588	8098	0.59995	0.046081	0	0	0.06446	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
56686	8098	0.69994	0.042722	0	0	0.065325	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
64784	8098	0.79993	0.039364	0	0	0.064584	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
72882	8098	0.89992	0.035857	0	0	0.06693	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
80980	8098	0.99991	0.037141	0.00012349	0	0.060262	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
80987	7	1	0.037092	0	0	0	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
2926	2927	0.10002	0.49112	0	0	0.089853	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
5852	2926	0.20001	0.25697	0	0	0.085783	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
8778	2926	0.29999	0.14954	0.00034176	0	0.089542	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
11704	2926	0.39998	0.099918	0.00034176	0	0.080656	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
14630	2926	0.49997	0.075178	0	0	0.091934	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
17556	2926	0.59995	0.065063	0	0	0.091593	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
20482	2926	0.69994	0.061782	0	0	0.086808	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
23408	2926	0.79992	0.058775	0.00034176	0	0.096719	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
26334	2926	0.89991	0.059049	0	0	0.091593	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
29260	2926	0.9999	0.054811	0	0	0.095694	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
29263	3	1	0.054811	0	0	0.33333	0	0	Gene - participates - Cancer-Hallmarks	GpH	8
41670	41671	0.1	0.48717	0	0	0.081759	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
83340	41670	0.2	0.24774	0	0	0.082769	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
125010	41670	0.3	0.1388	0	0	0.084689	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
166680	41670	0.39999	0.088206	0	0	0.083585	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
208350	41670	0.49999	0.064179	0	0	0.084857	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
250020	41670	0.59999	0.053169	0	0	0.082265	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
291690	41670	0.69999	0.048197	2.3998e-05	0	0.083849	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
333360	41670	0.79999	0.045855	0	0	0.082241	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	8
